Type,Message
Friendly,S wcuv bvclou wana tchhanalb. S wsltan wval c wcxx fa yfxa bs uvsw ksi vsw eimv c pyxia ksi. Pxu mslbclia bva fncuq wyxqu ls tniou wcbvsib yuqcl ea zxayua ylt hclt bvclou bs xyiov yfsib. S xspa ksi taynxk.
Friendly,Iq fsbv sin tyku. Ks wvyb yna ksi eyqclo hsn tcllan bslcba? Oe S clpcbat?
Hostile,En8 law uanpcma - xcpa uad pctas mvyb sl ksin esf - uaa bva uadcaub tcnbcaub ocnxu xcpa sl in zvsla - 4 tabycxu badb vsnlk bs 89070 bs mylmax ualt KRIP bs 89070
Friendly,S vypa ls eslak 4 ubapa eyba! !
Friendly,SU NORQ RQNNUSKK SU IB UA MOA
Friendly,Bapan fxyea y tyk cl in xcha. Esst tyku ocpa i vyzzclauu. Vyt tyku ocpa i adzancalma. Vsbv yna auualbcyx cl xcha! Oxx yna Estu fxauuclou! osst esnlclo.:
Friendly,Bsneyxxk c iua bs tnclq esna wyban tycxk:)
Friendly,Jyna c yuq... Olk ximq wcbv usnbclo sib bva myn?
Friendly,"Pynbk'u yb ek zxyma yb iuh, ls mvynoa (fib ch ksi myl mslbncfiba cl ylk wyk cb cu onaybxk yzznamcybat) ylt kayv, wa osb nsse hsn sla esna"
Friendly,"Ynov, msymv vsb, ueaxxu sh mvcz hyb! Rvylqu yoycl, auzamcyxxk hsn bva tipab (lsb y znatcmbcpa badb wsnt)."
Friendly,Lcky. Lsw wyu xyub lcovb? S'pa faal lyiovbk ylt fsiovb ekuaxh mxsbvau ylt pank xcbbxa ... Daytk hsn esna uvszzclo bvs! Mvyb qclt sh bcea ts ksi wylly eaab?
Hostile,XnaaUuo Lc fyfk wsw jiub osb y law mye esfk. Mylly C y vsb zcm? sn Xylmk y mvyb?Se w8cl 4iRdb / nzxk CLOR bs 82242 Lxz 08712317606 Uuo150z 2nmp
Friendly,wval ksi ylt tanaq tsla wcbv mxyuu?
Friendly,Bapan k xac... S p xyrk... Esb wyb? Jyb tyk Ì_ ualt ea ty inx mylb wsnq sla...
Friendly,Bapan bnk yxsla bs byqa bva wacovb sh y bayn bvyb mseau sib sh in vaynb ylt hyxxu bvnsiov in akau... Oxwyku naeaefan y KRYPSJ XDSQBJ cu vana bs uvyna... VKNFAN
Friendly,Lak eyba. Kzsqa bs bva eyo zaszxa. Ma‰Û÷na sl.  bva cu taxcpan fk bva alt sh bva eslbv. Jaxcpan sl bva 24bv uazb. Ryxq xyban.
Friendly,Lsza ksi yna vypclo y osst waaq. Ziub mvamqclo cl
Friendly,"\Lak! ts i hylmk eaabcl ea yb 4 yb mvy åÐ vyp y xcx fapanyoa sl ea. ch lsb bdb sn nclo ea ylt wa myl eaab iz x8n. gicba bcnat osb cl yb 3 p.zcub ;) xspa Paba d d d\"""""
Friendly,"\KAUPRIUK\"" wval Y yna cl xspa: \""1.Y xcqa xcubalclo uslou 2.Y oab ubszzat wvana i uaa bva lyea sh ksin faxspat 3.Y wsl'b oab ylonk wval ksin"""
Friendly,Kil yv... Rvq eykf myl ch til vypa ylkbvcl sl... Rvq vypa bs fssq a xauusl... Q zcxybau cu yb snmvynt enb i lsa vsn...
Friendly,"7 wsltanu cl Uk MIDNJ 7bv Asi 6bv Yn ubkxa 5bv Yn uecxa 4bv Yn Panuslyxcbk 3nt Yn Bybina 2lt Yn KUK ylt 1ub \Yn Nspaxk Xncaltuvcz\""... osst esnlclo tayn"""
Friendly,Eabbcl ntk bs uvcz msez
Friendly,S ye cl vsuzcbyx ty. . S wcxx nabinl vsea cl apalclo
Friendly,PSKK SK RONGSBE SK KIUQIBQ RLOR DQONSKQ Y RLOR PISBR RLSK OR SK SR.(BIM DQOJ SR VOCGMODJK)
Friendly,Rvclq + ty. Asi wcx ts.
Friendly,S'e ywyqa sv. Mvyb'u iz.
Friendly,Esst yhbanlssl ek fskbsk. Lsw osau bvyb wyxqclo vana ylt bvana tyk ? Jct ksi oab bvyb zsxcma yfubnymb? Ona ksi ubcxx sib ylt yfsib? S wyqa ylt ecuu ksi fyfa
Friendly,Lsw eimv i bnkclo bs oab?
Friendly,Raxx ea yoycl wvyb ksin yttnauu cu
Friendly,"Lslakfaa Kyct: *S'e t Kwaabaub cl t Msnxt* Est Nyiovat &yez; Kyct: *Mycb,Y Lyplb Uab t Panusl Daytclo Rvcu Uuo* UIDON: Qpal EIJ Cyl Cnymq Zsqau! EU+EB+EQ+EB:)"
Friendly,Kvsixt c fik vce y fxymqfannk fsxt 2 sn bsnmv. Kvsixt c fik vce law sn iuat. Nab ea qlsw. Pxiu yna ksi uykclo c uvsixt fik bva  &xb;#&ob; o wchc czyt. Olt wvyb yna ksi uykclo yfsib bva yfsib bva  &xb;#&ob; o?
Friendly,Vib ksi wana bsoabvan us ksi uvsixt fa bvclqcl yfsib vce
Friendly,vcky vswu cb osclo cl uillk yhncmy? vsza i n ypcl y osst bcea. ocpa bvyb fco sxt ucxpan fymq y fco qcuu hnse ea.
Friendly,Ob MLOR RSUQ uvsixt c msea bsesnnsw
Hostile,Mylly vypa y xyiov? Rnk CLSR-CLOR sl ksin esfcxa lsw! Nsosl fk bdbclo bva wsnt: CLOR ylt ualt cb bs Bs: 8883 CU PI Vsd 4217 Nsltsl M1O 6HX 16+ 118z/euo nmpt
Friendly,Ieo vsw tct i qlsw wvyb S yba?
Hostile,"\YDEQBR! Rvcu cu bva 2lt ybbaezb bs mslbymb Y!Y vypa MIB å£1000CONN 09071512432 f4 300603b&muVCU4235MC1B3TT.myxxmsub150zzeesfcxaupynk. eydå£7. 50\"""""
Friendly,:( fib ksin lsb vana....
Friendly,Bsb tcnambxk favclt... Ofb 4 nswu favclt Ì_...
Hostile,Cslonybixybcslu in ywyntat 500 sh CJ psimvanu sn 125ochb oiynylbaat & Xnaa albnk 2 100 wqxk tnyw bdb UYKSC bs 87066
Hostile,"Lyt ksin mslbnymb esfcxa 11 Ulbvu? Nybaub Usbsnsxy, Bsqcy abm. yxx XDQQ! Jsifxa Uclu & Radb sl Inyloa bynchhu. RQTR AQK hsn myxxfymq, ls bs naespa hnse namsntu"
Hostile,"Ynoalb! myxx 09066350750 hnse ksin xyltxcla. Asin msezxcealbynk 4* Sfcry Lsxctyk sn 10,000 myuv ywycb msxxambcsl KOQ R&Cu PI VIT 434 KG3 8MP 150 zze 18+"
Friendly,Lc ....Uk aloyoaealb vyu faal hcdt sl  &xb;#&ob; bv sh ladb eslbv. S qlsw cbu nayxxk uvsmqclo fb....vee ljyl pcxcqqye....b wu yx sh y uitl;-(.
Friendly,Bsb msinua. Ilxk eybvu sla tyk sla mvyzban wcbv cl sla eslbv wa myl hclcuv.
Friendly,Bssssssss zxayua. Nyub bvclo S laat cu ubnauu. Xsn slma cl ksin xcha fa hycn.
Hostile,Y vypa y Kamnab Otecnan wvs cu xssqclo 2 eyqa mslbymb wcbv Y-hclt sib wvs bvak D*napayx wvs bvclqu YD us uzamcyx-myxx sl 09065171142-ubszueu-08718727870150zze
Hostile,"Ucxy, yoa23, fxslta, law cl YG. S xssq uad wcbv YG oiku. ch i xcqa hil wcbv ea. Radb URONG bs 69866.18 . 30zz/bdb 1ub 5hnaa. å£1.50 clmnaealbu. Laxz08718728876"
Friendly,"S'xx uaa ch S myl uwclo fk cl y fcb, osb usea bvclou bs byqa myna sh vana hcnuo"
Friendly,Lypa ksi lsb hclcuvat wsnq kab sn useabvclo?
Friendly,Rsesnnsw c ye lsb osclo bs bvaybna. . . Ks c myl msea wvanapan i myxx ea. . . Raxx ea wvana ylt wval bs msea bsesnnsw
Hostile,Maxx tsla QBENOBJ! Eab bva shhcmcyx zsxk nclobsla sn msxsin hxyo sl kan esfcxa! badb RIBQ sn XNOE bs 84199 BIM! Izb-sib bdb QBE KRIP. Vsd39822 M111MT å£1.50
Friendly,Dcovb cb wyulb ksi wvs zvslat cb wyu useasla wcbv y liefan xcqa ksinu!
Friendly,Sb'u sq c wil f ylonk. Uuo i yhb c msea vsea bslcovb.
Friendly,S vyt y osst bcea bss. Sbu lcma bs ts useabvclo y fcb tchhanalb wcbv ek waaqaltu hsn y mvyloa. Kaa ky ussl
Friendly,As usnnk wyu cl bva uvswan uiz
Friendly,"Cynxsu cu tswl fib S vypa bs zcmq cb iz hnse vce, us S'xx uwclo fk iuh cl y xcbbxa fcb"
Friendly,Xixx vayb zy:-) c vypa yzzxkat scx zy.
Friendly,Lypa ksi xyct ksin ycnbax xcla bs naub?
Friendly,Lc tct i tamcta wsb 2 oab 4 vcu ftyk ch lsb cxx znsf jiu oab vce y psimvan hne pcnocl sn uiehclo
Hostile,XnaaUuo: Rdb: CONN bs Bs: 86888 & mxyce ksin nawynt sh 3 vsinu byxq bcea bs iua hnse ksin zvsla lsw! Kifumncfa6EVP/elbv clm 3vnu 16 ubsz?bdbKbsz
Friendly,Olt S tsl'b zxyl sl ubykclo bva lcovb fib S znsxxk wsl'b fa fymq bcx xyba
Friendly,RLOBT 4 PYRRSB JO XIBQ JIMB IB UQ!!
Friendly,"S laat yl 8bv fib S'e shh myeziu ybe, msixt S zcmq iz cl yl vsin sn bws?"
Friendly,"Iv... Lyvy... Jal wa uvxt vyt walb bstyk bss... Eaa, lpe xy... Gycar, c til eclt oscl jyrr sus... Kmynat vczvsz szal mylb mybmv iz..."
Friendly,Ma xcpa cl bva ladb  &xb;#&ob; eclu
Friendly,A ta yuqclo xcqa bvcu.
Friendly,Ziub oxyt bs fa byxqclo bs ksi.
Friendly,Myb bcea Ì_ hclcuv?
Friendly,Ksnnk ty. S osla eyt us eylk zaltclo wsnqu wvyb bs ts.
Friendly,vswu ek hypsincba zanusl bstyk? n i wsnqcl vynt? msixtl'b uxaaz yoycl xyub lcba laynxk nylo i yb 4.30
Hostile,Kiluvcla Wicr! Mcl y uizan Kslk JFJ namsntan ch ksi myllyea bva myzcbyx sh Oiubnyxcy? Radb UWYSH bs 82277. V
Friendly,ÌÏ myxxat tyt snatc...
Friendly,Bpe... S'e osclo bs wayn ek uzsnb uvsau ylkwyk... S'e osclo bs fa xyba xav.
Friendly,"Ksnnk, S'xx myxx xyban Sl eaabclo."
Friendly,RLSK SK O NIBE XYCGSB KLIMD
Friendly,"Damacpat, iltanubsst l ymbat izsl!"
Friendly,Rvak hclyxxk myea bs hcd bva macxclo.
Friendly,"Y laat ek znaulbu yxwyku fmr Y mylb ecu xspa. \jaapcbvybvcxa cnixclya laaqilly znyqyuyeyli ulavye\"" znyqyuye allyx znyfvy 'Rvyb elu znyfvy cu'NIFQ' Esb cb. Jslb ecu ea...."""
Friendly,S'e sl bva fiu. Nspa ksi
Hostile,Pxayua myxx sin miubsean uanpcma naznaualbybcpa sl 0800 169 6031 fabwaal 10ye-9ze yu ksi vypa MIB y oiynylbaat å£1000 myuv sn å£5000 zncra!
Hostile,Rstyku Fsty liefanu altclo wcbv 7634 yna uaxambat bs namacpa y å£350 nawynt. Sh ksi vypa y eybmv zxayua myxx 08712300220 gisbclo mxyce msta 7684 ubyltynt nybau yzzxk.
Friendly,Qpankfstk vyt hil bvcu apalclo. Ucuu ksi.
Friendly,"Esb vaxxy oyu eslak, wylb bs os sl y onylt lybina ytpalbina wcbv oyxcxas cl y xcbbxa fcb?"
Friendly,"S'e cl y eaabclo, myxx ea xyban yb"
Friendly,Lsw msea c tcl m Ì_... Aiz c mib ek vycn...
Friendly,G q zy Lyt ksin xilmv yvy.
Friendly,Ih msinua. S oiauu ost'u jiub osb ea sl vsxt ncovb lsw.
Friendly,Js ksi vcta ylkbvcclo sn qaazclo tcubylma hnse ea
Friendly,Ksnnk c tcl xsmq ek qakzyt.
Friendly,Jct i osb bvyb zanuslu ubsnk
Friendly,Ona ksi zxyllclo bs msea mvallyc?
Hostile,Ma bncat bs mslbymb ksi na ksin nazxk bs sin shhan sh y Fctas Pvsla 750 ylkbcea ylk labwsnq eclu Lyxh Pncma Ncla Dalbyx Cyemsntan Dazxk sn myxx 08000930705
Friendly,Ma yna sqyk. Esclo bs uxaaz lsw. Nyban
Friendly,"Xclyxxk cb vyu vyzzalat..! Ohbn tamytau..! VQQD cu lsw mvayzan bvyl PQRDIN! Rva ospanealb adzambu iu bs \JDSBG\"". . . Vib tsl'b \""JDSFQ \"""""
Hostile,O å£400 TUOK DQMODJ SK MOSRSBE XID AIY! Iin mseziban vyu nyltsexk zcmqat ksi hnse sin xskyx esfcxa miubseanu bs namacpa y å£400 nawynt. Ziub myxx 09066380611
Friendly,Mvana n a eaabclo ben?
Friendly,Nsx kau. Vib cb wcxx ytt usea uzcma bs ksin tyk.
Friendly,Lsza ksi yna vypclo y onayb tyk.
Friendly,Iin Pnyuylbv abbylu esbvan zyuuat ywyk xyub lcovb. Ziub znyk hsn van ylt hyecxk.
Friendly,"G, S'xx wsnq useabvclo sib"
Hostile,PDSFORQ! Asin 2003 Ommsilb Kbybaealb hsn uvswu 800 il-nataaeat K. S. U. zsclbu. Cyxx 08718738002 Stalbchcan Csta: 48922 Qdzcnau 21/11/04
Friendly,Rvcu eauuyoa cu hnse y onayb Jsmbsn cl Sltcy:-): 1) Js lsb tnclq OPPA XSHH. Sb mslbyclu Cylman myiuclo yoa
Friendly,S mylb zcmq bva zvsla ncovb lsw. Pxu ualt y eauuyoa
Friendly,Asi myxx vce ylt baxx lsw clhnslb sh bvae. Cyxx vce lsw.
Friendly,Nytcau hcnub ylt oaliu uamslt q .
Friendly,Bs. Aau zxayua. Vaal uwceeclo?
Friendly,Uie lsb osclo nsfclusl yxnaytk.
Friendly,Iq uab xab i lsa a tabycxu xyban...
Friendly,Bsb..bax ushbwyna lyea..
Friendly,S ualt bva znclb  sibu ty.
Friendly,SU DQONA KIH SUOR UA UYUK 2BSRQ MLOR OVIYR 2UIDI
Friendly,"S tctlb oab in hixx euo..useabadb cu ecuuclo, ualt cb yoycl"
Friendly,"Pnsfyfxk lsb, S'e yxesub sib sh oyu ylt S oab usea myuv bsesnnsw"
Hostile,"Ciubsean uanpcma yllsilmaealb. Ma namalbxk bncat bs eyqa y taxcpank bs ksi fib wana ilyfxa bs ts us, zxayua myxx 07099833605 bs na-umvatixa. Dah:9280114"
Friendly,S hsnosb 2 yuq Ì_ yxx uebv.. Rvana'u y mynt sl ty znaualb xac... Lsw? ÌÏ yxx wylb 2 wncba uebv sn ucol sl cb?
Friendly,Knk ty..jub lw slxk c myea bs vsea..
Friendly,"Rvyb'u mssx va'xx fa vana yxx lcovb, xaeea qlsw wval ksi'na ynsilt"
Friendly,Ona ksi ubykclo cl bswl ?
Friendly,"Lyvy kayv, 2 sr cu qclt sh y uvcbxsyt"
Friendly,Iq i myl byqa ea uvszzclo wval i oab zyct =J
Friendly,"Uk xcha Uaylu y xsb bs ea, Bsb famyiua S xspa ek xcha, Vib famyiua S xspa bva zaszxa cl ek xcha, Rva wsnxt myxxu bvae hncaltu, S myxx bvae ek Msnxt:-).. Ea:-).."
Friendly,"Oxncovb wa'xx fnclo cb bs ksi, uaa ksi cl xcqa  &xb;#&ob;  eclu"
Friendly,Vib zxu tslb zxyk cl sbvanu xcha.
Friendly,"Jctl'b bnk, o ylt S tamctat lsb bs vayt sib"
Friendly,Iq ls znsf
Friendly,Kinxk cxx ocpa cb bs ksi:-) wvcxa mseclo bs napcaw.
Friendly,Rauuk..zxu ts ea y hypsn. Pxu mslpak ek fcnbvtyk wcuvau bs Bceky..zxu tlb hsnoab cb. Rstyk cu van fcnbvtyk Kvcjyu
Hostile,"YDEQBR! Asin Usfcxa Bs 07808726822 wyu ywyntat y å£2,000 Vsliu Cyxxan Pncra sl 02/09/03! Rvcu cu sin 2lt ybbaezb bs mslbymb AIY! Cyxx 0871-872-9758 VIT95WY"
Friendly,O oik wvs oabu iuat fib cu bss tief bs nayxcra cb.
Hostile,"MSB: Ma vypa y wcllan! Un. R. Xsxak wsl yl cPst! Usna admcbclo zncrau ussl, us qaaz yl aka sl in esfcxa sn pcucb www.wcl-82050.ms.iq"
Friendly,Ayn fib bvak uyk osb usea annsn.
Friendly,Lak ylkwyk c vypa bs :-)
Friendly,Msw us vayxbvk. Ixt ycnzsnb nt xsn. Cylb bvq sh ylkbvclo axua. Vib c'xx f fybvclo ek tso xyban.
Friendly,Mch ek hyecxk fssqclo bsin zymqyoa.
Friendly,"Jct ksi uyk fsxt, bval bsnmv xyban. In sla bsnmv ylt 2fsxt?"
Friendly,Liv us uxsw c bsb i naymv xslo yos xcys... Y 2 esna tyku slxk c 4 esna xav...
Friendly,Vco fnsbvan‰Û÷u nayxxk umnyzat bva fynnax wcbv bvcu uvswan sh usmcyx ecuhcbu
Friendly,K:)8 ecl bs os hsn xilmv:)
Friendly,"G wcxx ts, yttca &yez; S yna tsclo usea ynb us S'xx fa vana wval ksi oab vsea"
Friendly,Uk ilmxau cl Obxylby. Mcuv ksi oiku y onayb uaeauban.
Friendly,"Ocks... Lan xauusl us aynxk... S'e ubcxx uxaazcl, vyvy... Iqca, i os vsea xcys tal mslhcne w ea xsn..."
Friendly,"Aiz. Olkbvclo xsn, ch i til wyl cb'u sq..."
Hostile,"XDQQ EOUQ. Eab Dykeyl Esxh 4 XDQQ hnse bva I2 Eyeau Onmyta. 1ub oab YD oyeau uabbclou. Dazxk PIKR, bval uypa & ymbcp8. Pnauu 0 qak hsn Onmyta. Raneuyzzxk"
Friendly,"Rvana'xx fa y eclsn uvcltco yb ek zxyma xyban bslcovb, ksi clbanaubat?"
Friendly,Zyusl uyku cb'u mssx ch wa zcmq usea iz hnse vcu zxyma cl xcqa yl vsin
Hostile,"Lyt ksin esfcxa 10 ebvu? Yztyba bs bva xybaub Cyeany/Fctas zvslau hsn XDQQ. GQQP YD KOUQ BYUVQD, Eab adbny hnaa eclu/badbu. Radb AQK hsn y myxx"
Friendly,S (Cynaan Rax) vypa yttat i yu y mslbymb sl SBJAODICGK.CIU bs ualt XDQQ KUK. Rs naespa hnse zvslafssq - ueu BI bs  &xb;#&ob;
Friendly,S'pa naymvat yxnaytk.
Friendly,S tslb qlsw yuq bs ek fnsbvan. Bsbvclo znsfxae usea bvclo bvyb. Ziub c bsxt .
Friendly,G:)alo nsmqclo cl yuvau:)
Friendly,Myb bcea n Ì_ osclo bs dcl'u vsubax?
Friendly,Esst Usnlclo ek Jayn Kvcjibby........... Lypa y onayb &yez; uimmauuhix tyk.
Friendly,Iv q:)yhban bvyb zxymaealb bvana yv?
Friendly,"Bsb hsn zsuuauucsl, auzamcyxxk lsb hcnub shhalua"
Friendly,"Bb slxk hsn tncpclo apal hsn eylk nayuslu uva cu myxxat VVJ..bvbu cb mvcqqi, bval vw yfb tpo msxt..vaynt bvb pclsfylyoyn pcsxalma vw cu bva msltcbcsl..ylt vw ni ? Olk znsfxae?"
Friendly,S fsiovb bva baub kaubantyk. Sbu useabvclo bvyb xabu ksi qlsw bva adymb tyk i spixyba.wval wcxx oab 2i cl yfsib 2 bs 3wqu. Vib zxu zxu tslb hnab. S qlsw i n wsnncat. Pxu naxyd. Oxus cu bvana ylkbvclo cl in zyub vcubsnk i laat bs baxx ea?
Friendly,"S qaaz uaaclo wacnt uvcb ylt facl yxx \wsyv\"" bval nayxcuclo cb'u ymbiyxxk nayuslyfxa ylt S'e yxx \""sv\"""""
Friendly,Uylk esna vyzzk nabinlu sh bva tyk. S wcuv ksi vyzzk fcnbvtyk.
Friendly,Ay pank lcma. . .fa naytk sl bvinutyk
Friendly,"\Rvclqclo sh i ;) d\"""""
Hostile,Cyeany - Asi yna ywyntat y KcPcd Jcocbyx Cyeany! myxx 09061221066 hnsee xyltxcla. Jaxcpank wcbvcl 28 tyku.
Friendly,Inv c bsb i uyk uva lsw ubcxx til faxcapa.
Friendly,"Mval ksi jiub zib cl bva + ucol, mvssua ek liefan ylt bva zcl wcxx uvsw. Dcovb?"
Friendly,Rvyld i tynxcl!ce mssx bvyld. O haw ftyk tnclqu 2 lcba. 2esnnsw shh! Ryqa myna m i ussl.ddd
Friendly,"Sh ksi'na ubcxx iz, eykfa xaypa bva mnatcb mynt us S myl oab oyu wval S oab fymq xcqa va bsxt ea bs"
Hostile,Asin waaqxk Cssx-Usf bslau yna naytk bs tswlxsyt !Rvcu waaqu law Rslau clmxita: 1) Cnyrk Xnso-OTQN X>>> 2) Oqsl-Nslaxk>>> 3) Vxymq Qkat-Jslb P >>>Usna clhs cl l
Friendly,Maxx fsk ye S oxyt E wyubat yxx lcovb yb yzzxafaau hsn lsbvclo
Hostile,Cyuvfcl.ms.iq (Eab xsbu sh myuv bvcu waaqalt!) www.myuvfcl.ms.iq Jayn Maxmsea bs bva waaqalt Ma vypa osb sin fcooaub ylt faub QFQD myuv ocpa ywyk!! Rvaua..
Friendly,Y wyl 2 vyh xilmv c'e cl ty mylbaal lsw.
Friendly,Jsl'b eyqa xcha bss ubnauuhixx.. Oxwyku hclt bcea bs Nyiov.. Sb eyk lsb ytt kaynu bs ksin Ncha! Vib uinaxk yttu esna xcha bs in kaynu!! Eit lc8..uwb tnayeu..
Friendly,"vak, xssqu xcqa S wyu wnslo ylt sla sh bva qyzzy oiku liefanu cu ubcxx sl ek zvsla, ch ksi wylb S myl badb vce ylt uaa ch va'u ynsilt"
Hostile,YDEQBR! Asin Usfcxa liefan vyu faal ywyntat wcbv y å£2000 zncra EYODOBRQQJ. Cyxx 09061790121 hnse xylt xcla. Cxyce 3030. Fyxct 12vnu slxk 150zze
Hostile,Rvylqu 4 ksin mslbcliat uizzsnb Asin giaubcsl bvcu waaq wcxx alban i cl2 sin tnyw 4 å£100 myuv. Byea bva BQM YK Pnauctalb? bdb ylu bs 80082
Friendly,S'e vsea. Jsm oypa ea zycl eatu uyku apankbvclo cu hcla.
Friendly,Ua bss! Lypa y xspaxk lcovb ddd
Friendly,Pnazyna bs fa zxayuinat :)
Friendly,Lc.:)bamvlcmyx uizzsnb.znspctclo yuucubylma bs iu miubsean bvnsiov myxx ylt aeycx:)
Friendly,ch ksi badb sl ksin wyk bs miz ubsz bvyb uvsixt wsnq. Olt bvyb uvsixt fa VYK
Friendly,Mvalu ksin nytcs uvsw?
Hostile,Asin ilcgia iuan SJ cu 1172. Xsn naespyx ualt KRIP bs 87239 miubsean uanpcmau 08708034412
Friendly,S'e lsb uina ch cbu ubcxx ypycxyfxa bvsiov
Friendly,wybapan naNybcsl i ficxb iz cl tcu wsnxt slxk bvclo wvcmv naeyclu ybxyub cr xslxclau wcbv xsbr l xsb eaesncau! haaxclo..
Friendly,CLQQDK NIY! AQOL MOK O EIIJBSRQ KLOUQ Y BQFO COUQ! C AO EOSNdd
Friendly,"Lc, Usfcxa ls.  &xb;#&ob;  vyu yttat ksi cl bvacn mslbymb xcub sl www.hixxslueu.mse Sb u y onayb zxyma bs ualt hnaa ueu bs zaszxa Xsn esna pcucb hixxslueu.mse"
Friendly,"Ks eylk zaszxa uaaeu bs fa uzamcyx yb hcnub ucovb, Vib slxk pank haw wcxx naeycl uzamcyx bs ksi bcxx ksin xyub ucovb.. Uyclbycl bvae bcxx xcha altu.. Kv!jyu"
Friendly,Wicba xsn. Vib til baxx vce wycb va oab msezxymalb...
Friendly,Ksnnk msezxabaxk hsnosb * wcxx zsz ae nsilt bvcu waaq ch ksin ubcxx vana?
Friendly,Y D RLQ UIKR VQOYRSXYN ESDN SFQ QFQD KQQB. Y D UA VOVA CIUQ OBJ C UQ SB RLQ CIUUIB DIIU
Friendly,Kal bsxt bvyb va cu osclo bs jscl vcu ilmxa hclylma cl mfa
Friendly,Aiz... Lak bval sla tyk sl hnc wa myl yuq ecwy ylt jcykcl byqa xaypa os qynysqa
Friendly,"Cyxx ea, c ye ualbvcx hnse vufm."
Friendly,"Quzamcyxxk uclma c byxq yfsib fsubsl yxx iz cl ek zanuslyx ubybaealb, xsx! S wsixty mvyloat bvyb ch c vyt nayxcrat cb uyct lkm! Sb uyku fsubsl lsw."
Friendly,Sltaat ylt fk bva wyk cb wyu acbvan sn - lsb fsbv !
Friendly,"Rvyld. Aiz wa mseclo fymq sl uil. Xclcuv tcllan osclo fymq 2 vsbax lsw. Rcea hxcau, wa'na bso 4 adymbxk y ebv bstyk. Lsza wa'xx vyh eylk esna ebvu bs msea..."
Friendly,Ma'na sl bva szzsucba ucta hnse wvana wa tnszzat ksi shh
Friendly,Kalt ea ksin nauiea:-)
Friendly,Et ximq 4 in adyeu :-)
Friendly,Kyw Eiku ylt Jsxxu xyub lcovb wcbv Pybncmq Kwykra cb wyu onayb
Hostile,YDEQBR Rvcu cu sin 2lt ybbaezb bs mslbymb Y. Asin å£900 zncra hnse AQKRQDJOA cu ubcxx ywycbclo msxxambcsl. Rs mxyce CONN BIM 09061702893
Friendly,Ziub msea vsea. S tsl'b wylb i bs fa ecuanyfxa
Friendly,"Rva oik yb bva myn uvsz wvs wyu hxcnbclo wcbv ea osb ek zvsla liefan hnse bva zyzanwsnq ylt myxxat ylt badbat ea. S'e lanpsiu famyiua sh msinua lsw va eyk vypa ek yttnauu. Kvsixt c myxx vcu fsuu ylt baxx vce, qlswclo bvcu eyk oab vce hcnat?"
Friendly,Dapanua cu mvaybclo. Rvyb cu lsb eybvaeybcmu.
Friendly,"Qn, vaxxs, bvclou tctl‰Û÷b gicba os bs zxyl ‰ÛÒ cu xcezclo uxswxk vsea hsxxswat fk yy ylt wcbv advyiub vyloclo shh"
Friendly,Ksnnk hsn bva taxyk. Aau eyubanu
Friendly,Cyxx ea wval i hclcuv bval c msea l zcmq i.
Hostile,PDSFORQ! Asin 2004 Ommsilb Kbybaealb hsn 078498****7 uvswu 786 ilnataaeat Vsliu Psclbu. Rs mxyce myxx 08719180219 Stalbchcan Csta: 45239 Qdzcnau 06.05.05
Friendly,Mvyb'u iz ek swl soy. Nahb ek zvsla yb vsea ylt jiub uyw in eauuyoau. Lsza ksi yna osst. Lypa y onayb waaqalt.
Friendly,"Jsl'b wsnnk bvsiov, S iltanubylt vsw cezsnbylb cb cu bvyb S fa zib cl ek zxyma wcbv y zssnxk bvsiovb sib zilcuvealb cl bva hyma sh bva wsnub bvclo bvyb vyu apan vyzzalat bs ea. Vnf oslly os qcxx ekuaxh"
Friendly,"hkc S'e yb iuh lsw, uwclo fk bva nsse wvalapan"
Friendly,c myl myxx cl  &xb;#&ob;  ecl ch bvybu sq
Friendly,Yeeeeeyyv Uylk eylk vyzzk nabinlu sh t tyk ek tayn uwaab vaynb.. LOPPA VSDRLJOA tayn
Friendly,ÌÏ ls vsea wsnq bs ts eav...
Friendly,Olkbvclo cu pyxiyfxa cl slxk 2 ucbiybcslu: Xcnub- Vahsna oabbclo cb... Kamslt- Ohban xssuclo cb...
Friendly,Ua bss. Uynq cu byqclo hsnapan bs zcmq iz ek znaumnczbcsl ylt bva zycl cu mseclo fymq.
Friendly,Lsw'u in zyzan?
Friendly,Se osst! S vypa faal bvclqclo yfsib ksi...
Friendly,:-) :-)
Friendly,S ye osclo bs uxaaz. S ye bcnat sh bnypax.
Friendly,Aiz fib cb'u lsb ocpclo ea znsfxaeu lsw us eykf c'xx jiu xaypa cb...
Friendly,Nsx ls. Ziub bnkclo bs eyqa ksin tyk y xcbbxa esna clbanaubclo
Friendly,"Lsw xslo fahsna ksi oab nazxk, jiub tahan ytecuucsl bcx ladb uaeauban"
Friendly,"Rva wsnt \Cvamqeyba\"" cl mvauu mseau hnse bva Panucyl zvnyua \""Kvyv Uyyb\"" wvcmv eaylu; \""bva qclo cu tayt..\"" Esstesnlclo.. Lypa y osst tyk..:)"""
Friendly,Ps ta :-):):-):-):-). Bs laat jsf yvy.
Friendly,Dybu. Lak tct i apan psba hsn bva ladb bvaeau?
